,Unnamed: 0,category,tech1,description,fit,title,also_buy,image,tech2,brand,feature,rank,also_view,details,main_cat,similar_item,date,price,asin
234,1971,,,"['<b>How to Use</b> <ul> <li> Apply nail polish on your nails and wait until completely dry. We recommend using fast dry top coat over nail polish or bare nails to create a flat surface which helps the product stick better. Make sure nail is dry and free of oily residues before applying product. </li> <li> Lightly push tape/stencils to the nail using a finger, especially paying attention to the areas near skin, cuticles, and the tips of long nails. You can always cut nail tape to size if they are too long and cut stencils to help them form better to the tip, sides and curvature of the nail. Try peeling stencils from different directions if you have trouble with smaller pieces not remaining on the backing paper. Find your direction and peel fast, holding stencil close the backing sheet. When small pieces remain within a stencil, flip and stick/peel the stencil to the back of the paper to remove all stuck pieces. </li> <li>Apply fresh or thinned, not thick or gloopy, nail polish across the tape/stencil. Shimmer and metallic nail polishes work better than cremes. We recommend applying nail polish with a sponge lightly pushing it to your nail, similar to ombre design, this prevents any polish bleeding under the stencil giving cleaner lines. Remove extra nail polish from your skin and cuticles by using a flat brush dipped in acetone or nail polish remover. </li> <li>Remove tape/stencils immediately after applying nail polish using your fingers, tweezers or nippers while the polish is still wet. For better results pull the tape following its edges and stencils following the pattern. </li> <li> Wait until your design has completely dried before applying top coat. Use fresh or thinned top coat, hold your brush parallel to your nail and try not to touch a nail with the brush, only the top coat drop should touch the nail to prevent smearing. </li> </ul>']",,"Whats Up Nails - Regular Zig Zag Vinyl Tape Stencils for Nail Art Design (1 Sheet, 122 Strips)","['B0145S7Z3W', 'B0145VTRB2']","['https://images-na.ssl-images-amazon.com/images/I/61r73wjwrSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51P2KLG9CAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51atkIYF6LL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61T0jc-tjXL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MrHOiEYvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512QhMs5eBL._SS40_.jpg']",,Whats Up Nails,,"276,890 in Beauty & Personal Care (","['B0145UGRTS', 'B0145S7YSI', 'B01K8QC0PI', 'B015K15N8W']","{'\n    Product Dimensions: \n    ': '5 x 0.1 x 3 inches ; 0.16 ounces', 'Shipping Weight:': '0.2 ounces (', 'ASIN: ': 'B0135GJ4TS'}",All Beauty,,,$3.75,B0135GJ4TS
235,1972,,,"['What it is: Bathe your lips in intense color! The Smitten LipTint Mousse seals color on the lips for a waterproof, smudge-proof result that will not transfer or fade. What it does: Its innovative weightless formula glides on effortlessly over lips, laying down bold vibrant color with exceptional longevity and feels feather-light over the lips. When applied, the initial liquid texture immediately dries to a velvet matte, lightweight tint. What else you need to know: The angled, dense sponge applicator makes applying the lipstick fast and easy, and precise application.']",,LA-Splash Cosmetics Smitten LipTint Mousse (Waterproof) - Gigi/Ginny,"['B00ZIMK5UA', 'B00ZE4NZFE', 'B01FJ2MFU6']","['https://images-na.ssl-images-amazon.com/images/I/41qC3PZORrL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316itCICXjL._SS40_.jpg']",,LA Splash,,"512,009 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '3.9 x 0.8 x 0.8 inches', 'Shipping Weight:': '0.6 ounces (', 'ASIN: ': 'B0136SPLRE', 'UPC:': '871923004945'}",All Beauty,,,$11.50,B0136SPLRE
236,1976,,,['Braun Satin Iontech White Brush'],,Braun Satin-Hair 7 BR750 brush,['B00D0QUUGU'],"['https://images-na.ssl-images-amazon.com/images/I/61QnmywFxTL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AeIS%2BRowL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FrMFxUDBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NHlChHVlL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PRCrrv0KL._SS40_.jpg']",,Braun,,"104,775 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '4.4 x 2.8 x 6.4 inches', 'Shipping Weight:': '6.4 ounces (', 'ASIN: ': 'B013EGF538', 'UPC:': '785923007021', 'Item model number:': '4210201141235', 'Batteries': '2 AA batteries required. (included)'}",All Beauty,,,$35.20,B013EGF538
237,1977,,,"['<br>Features: <br> <br>100% Brand new and high quality. <br> <br>Quantity: 1PC <br> <br>New Fashion Design, Very Popular <br> <br>Stunning Crystal Loose Chain belly navel bar, eye-catching <br> <br>Material:316L Surgical Steel+Rhinestone <br> <br>Total Length: approx 10.5CM <br> <br>Bar length: approx1CM <br> <br>Dangle size: approx 7CMX1.5CM <br> <br>Package Include: <br> <br>1PC Rhinestone Crystal Tassel Chain Dangle Navel Belly Button Ring Bar(without retail package)']",,Bestpriceam Rhinestone Crystal Tassel Chain Dangle Navel Belly Button Ring Bar,"['B00OLMCLLE', 'B00OPZI48Q']","['https://images-na.ssl-images-amazon.com/images/I/51wCNiQMU1L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41q3mjecUUL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41b-tYq-QUL._SS40_.jpg']",,bestpriceam,,"417,485 in Beauty & Personal Care (",,"{'\n    Item Weight: \n    ': '0.48 ounces', 'Shipping Weight:': '0.6 ounces', 'ASIN: ': 'B013FLKUQO', 'UPC:': '636156436129', 'Item model number:': 'Best-#E271'}",All Beauty,,,,B013FLKUQO
238,1985,,,"['Height:approx.10cm from the fur tip to the ear bottom \n<br> Material:High Quality Long Fur \n<br>Item included: 1 pair of black ears with silver bell, 1 black tail with silver bell \n<br>Ears: about 10cm high. There is clip on each ear. \n<br>Tail: about 50cm long. Wire inside. There is pin on tail. \n<br>']",,Anime Cosplay Costume Party Fox Cat Ears Hair Clips + Tail with Bell (Black),['B00RN4XBNY'],,,Happylifehere,,"214,719 in Beauty & Personal Care (",,"{'Shipping Weight:': '3.2 ounces (', 'ASIN: ': 'B013JG7YP0'}",All Beauty,,,$18.99,B013JG7YP0
239,1990,,,['Declaration: * Demarkt a registered trademark. * Only placing your order from Demarkt Amazon store could get our perfect customer service and product quality warranty.'],,Demarkt Fashion Elegant Cute Lady Girls Blue Flower Crystal Ear Stud Earrings (Blue0) by Demarkt,"['B00NM5A4A6', 'B00NV6DMG4', 'B00P0BODX4']","['https://images-na.ssl-images-amazon.com/images/I/51Fyb4AcwfL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51quj6SXeaL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-Zqd%2Bx6lL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51g033IGH5L._SS40_.jpg']",,Demarkt,,"558,019 in Beauty & Personal Care (",,"{'ASIN: ': 'B013P5S6HU', 'UPC:': '781549644923', 'Item model number:': 'SS0504//USA2'}",All Beauty,,,$3.23,B013P5S6HU
240,1991,,,"['We started our brand by working closely with celebrities and the music industry on their style.  Our face gems were inspired by working behind the scenes on music videos, backstage preparing for tours and festival stage performances including the likes of Coachella. Our bindis have history in our family business, we have been creating them for over 50 years. We have designed our own face jewels and bindis for you bringing some sparkle from our world. The KARIZMA jewels are your secret weapon to get that superstar look for festivals, pool parties, clubs and your holiday glam kit. STYLING: Wear these on your forehead for festivals and raves, on your cheekbones for ibiza sunset evenings. In your hair braids for summer pool parties and on your nails for an embellished nail art. If you are planning a special wedding or party, order them for your guests to bring some sparkle to your event. They also make great little gifts for birthdays, special occasions and stocking fillers for christmas. Tag us on instagram, we cant wait to see what you create.  HOW TO APPLY All gems are applied just like a sticker and can be used a few times, once the glue has dried out they can be re-used using eyelash glue. Gently peel the product off the paper after slightly bending the backing paper in the opposite direction to remove from the packaging and apply onto dry skin.']",,Mermaid Crown Face Jewel Headpiece  All In One Face Jewel Festival Embellishment,['B013KTNIME'],"['https://images-na.ssl-images-amazon.com/images/I/517GBOaHZOL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51weWXovQhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zxyzEk-pL._SS40_.jpg']",,KARIZMA,,"518,906 in Beauty & Personal Care (",,"{'Shipping Weight:': '0.6 ounces (', 'ASIN: ': 'B013PTJICI'}",All Beauty,,,$4.99,B013PTJICI
241,1998,,,"['This convenient jumbo sized lip pencil creates exact color application with twist up ease so you never have to sharpen. The pigment rich color glides on effortlessly and easily to provide long lasting matte color. The enriched Vitamin A, C & E formula moisturizes and hydrates lips for beautiful healthy looking lips']",,Elf Matte Lip Color Dash Size .05 O Elf Matte Lip Color 82470 Dash Of Pink .05oz,"['B00592MLTC', 'B0197F0TRM', 'B01CC0D0V6', 'B00GW557GE']",,,e.l.f. Cosmetics,,"617,342 in Beauty & Personal Care (","['B01N6L9JBV', 'B076687SXP', 'B013YPW8MA', 'B00GW58YC8', 'B0197F0TRM', 'B00O17NITI']","{'\n    Product Dimensions: \n    ': '0.7 x 1.2 x 6.8 inches ; 0.16 ounces', 'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B013YPY6XO', 'UPC:': '609332824706 787734335263', 'Item model number:': '82470'}",All Beauty,,,$6.49,B013YPY6XO
242,2004,,,"['Esmalte The Gel Nail Polish - EssenceLa nueva generacin de esmaltes de essence est aqu! Con una frmula especial, este esmalte de uas proporciona una manicura de increble duracin y un brillo sorprendente. La novedosa tecnologa del color ofrece tonos intensos combinados con una perfecta cobertura similar a los esmaltes gel pero sin usar lmpara! Encuentra tu color favorito.Contiene: 8 ml.Cruelty Free - No testado en animales - Sin Parabenos - Esmalte Larga Duracin - Marca N1 en Europa.']",,"essence The Gel Nail Polish, 04 Our Sweetest Day",['B015Y3KXEA'],['https://images-na.ssl-images-amazon.com/images/I/31zhFn4u5pL._SS40_.jpg'],,Essence,,"1,092,752 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '2 x 0.6 x 0.6 inches ; 0.8 ounces', 'Shipping Weight:': '1.4 ounces', 'ASIN: ': 'B0144RQQG6', 'Item model number:': '4250947511909'}",All Beauty,,,,B0144RQQG6
243,2005,,,"['<b>How to Use</b> <ul> <li> Apply nail polish on your nails and wait until completely dry. We recommend using fast dry top coat over nail polish or bare nails to create a flat surface which helps the product stick better. Make sure nail is dry and free of oily residues before applying product. </li> <li> Lightly push tape/stencils to the nail using a finger, especially paying attention to the areas near skin, cuticles, and the tips of long nails. You can always cut nail tape to size if they are too long and cut stencils to help them form better to the tip, sides and curvature of the nail. Try peeling stencils from different directions if you have trouble with smaller pieces not remaining on the backing paper. Find your direction and peel fast, holding stencil close the backing sheet. When small pieces remain within a stencil, flip and stick/peel the stencil to the back of the paper to remove all stuck pieces. </li> <li>Apply fresh or thinned, not thick or gloopy, nail polish across the tape/stencil. Shimmer and metallic nail polishes work better than cremes. We recommend applying nail polish with a sponge lightly pushing it to your nail, similar to ombre design, this prevents any polish bleeding under the stencil giving cleaner lines. Remove extra nail polish from your skin and cuticles by using a flat brush dipped in acetone or nail polish remover. </li> <li>Remove tape/stencils immediately after applying nail polish using your fingers, tweezers or nippers while the polish is still wet. For better results pull the tape following its edges and stencils following the pattern. </li> <li> Wait until your design has completely dried before applying top coat. Use fresh or thinned top coat, hold your brush parallel to your nail and try not to touch a nail with the brush, only the top coat drop should touch the nail to prevent smearing. </li> </ul>']",,"Whats Up Nails - Chevron Vinyl Tape Stencils for Nail Art Design (1 Sheet, 90 Strips)",['B0135GJ4TS'],"['https://images-na.ssl-images-amazon.com/images/I/61XaeFbL9KL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PlcU-zQ6L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61pxE1hDUfL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FV7DYX2sL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51R9is6zH3L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61lnZ2k4vRL._SS40_.jpg']",,Whats Up Nails,,"761,334 in Beauty & Personal Care (","['B013KWLGXE', 'B0145UGRTS', 'B01K8QC0PI', 'B015K15N8W']","{'\n    Product Dimensions: \n    ': '5 x 0.1 x 3 inches ; 0.16 ounces', 'Shipping Weight:': '0.2 ounces (', 'ASIN: ': 'B0145S7Z3W'}",All Beauty,,,$3.75,B0145S7Z3W
244,2006,,,"['<b>How to Use</b> <ul> <li> Apply nail polish on your nails and wait until completely dry. We recommend using fast dry top coat over nail polish or bare nails to create a flat surface which helps the product stick better. Make sure nail is dry and free of oily residues before applying product. </li> <li> Lightly push tape/stencils to the nail using a finger, especially paying attention to the areas near skin, cuticles, and the tips of long nails. You can always cut nail tape to size if they are too long and cut stencils to help them form better to the tip, sides and curvature of the nail. Try peeling stencils from different directions if you have trouble with smaller pieces not remaining on the backing paper. Find your direction and peel fast, holding stencil close the backing sheet. When small pieces remain within a stencil, flip and stick/peel the stencil to the back of the paper to remove all stuck pieces. </li> <li>Apply fresh or thinned, not thick or gloopy, nail polish across the tape/stencil. Shimmer and metallic nail polishes work better than cremes. We recommend applying nail polish with a sponge lightly pushing it to your nail, similar to ombre design, this prevents any polish bleeding under the stencil giving cleaner lines. Remove extra nail polish from your skin and cuticles by using a flat brush dipped in acetone or nail polish remover. </li> <li>Remove tape/stencils immediately after applying nail polish using your fingers, tweezers or nippers while the polish is still wet. For better results pull the tape following its edges and stencils following the pattern. </li> <li> Wait until your design has completely dried before applying top coat. Use fresh or thinned top coat, hold your brush parallel to your nail and try not to touch a nail with the brush, only the top coat drop should touch the nail to prevent smearing. </li> </ul>']",,"Whats Up Nails - Regular Straight Vinyl Tape Stencils for Nail Art Design (2 Sheets, 252 Strips Total)","['B0135GJ4TS', 'B0145VTRB2']","['https://images-na.ssl-images-amazon.com/images/I/61UQxTdjH1L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yJkPOMxYL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51D02aloQAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515pu2HUaoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51foKLEnlcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61M6J6d6DmL._SS40_.jpg']",,Whats Up Nails,,"360,537 in Beauty & Personal Care (","['B01K8QC0PI', 'B013KWLGXE', 'B0145S7YSI', 'B016LIABMQ']","{'\n    Product Dimensions: \n    ': '5 x 0.1 x 3 inches ; 0.16 ounces', 'Shipping Weight:': '0.2 ounces (', 'ASIN: ': 'B0145TXSQE'}",All Beauty,,,$4.75,B0145TXSQE
245,2007,,,"['<b>How to Use</b> <ul> <li> Apply nail polish on your nails and wait until completely dry. We recommend using fast dry top coat over nail polish or bare nails to create a flat surface which helps the product stick better. Make sure nail is dry and free of oily residues before applying product. </li> <li> Lightly push tape/stencils to the nail using a finger, especially paying attention to the areas near skin, cuticles, and the tips of long nails. You can always cut nail tape to size if they are too long and cut stencils to help them form better to the tip, sides and curvature of the nail. Try peeling stencils from different directions if you have trouble with smaller pieces not remaining on the backing paper. Find your direction and peel fast, holding stencil close the backing sheet. When small pieces remain within a stencil, flip and stick/peel the stencil to the back of the paper to remove all stuck pieces. </li> <li>Apply fresh or thinned, not thick or gloopy, nail polish across the tape/stencil. Shimmer and metallic nail polishes work better than cremes. We recommend applying nail polish with a sponge lightly pushing it to your nail, similar to ombre design, this prevents any polish bleeding under the stencil giving cleaner lines. Remove extra nail polish from your skin and cuticles by using a flat brush dipped in acetone or nail polish remover. </li> <li>Remove tape/stencils immediately after applying nail polish using your fingers, tweezers or nippers while the polish is still wet. For better results pull the tape following its edges and stencils following the pattern. </li> <li> Wait until your design has completely dried before applying top coat. Use fresh or thinned top coat, hold your brush parallel to your nail and try not to touch a nail with the brush, only the top coat drop should touch the nail to prevent smearing. </li> </ul>']",,"Whats Up Nails - French Tip Vinyl Tape Stencils for Nail Art Design (2 Sheets, 140 Strips Total)",['B0135GJ4TS'],"['https://images-na.ssl-images-amazon.com/images/I/61EImrQxNCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51m3rasiVnL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61gy5gV4ELL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PFxvbwCNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51l%2BG4PRoZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xlw-DoPuL._SS40_.jpg']",,Whats Up Nails,,"466,305 in Beauty & Personal Care (","['B0145UGRTS', 'B0145S7YSI', 'B013KWLGXE']","{'\n    Product Dimensions: \n    ': '5 x 0.1 x 3 inches ; 0.16 ounces', 'Shipping Weight:': '0.2 ounces (', 'ASIN: ': 'B0145VTRB2'}",All Beauty,,,$4.75,B0145VTRB2
246,2015,,,"['</br>100% brand New and High quality </br>Soft nylon material; </br>Cool, comfortable, featherweight;</br>Perfect for hair cutting, coloring and perming</br>The neck collar secures with snap backing and lace up</br>Wipe clean, water clean, or dry-clean </br></br>We use ePacket (USPS) to ship to US,the estimated time of arrival is about 7-15 business days;</br>Great appreciate customer contact us first if there is any problem,we are responsible sellers and would try our best to help</br>']",,CCbeauty Waterproof Colourful Adult Hairdressing Hair Salon Cutting Cape Barbers Gown Cloth,['B00T670JJU'],"['https://images-na.ssl-images-amazon.com/images/I/51KD80NYlgL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51azzKZSRML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61d24U4sQFL._SS40_.jpg']",,CCbeauty,,"708,374 in Beauty & Personal Care (",,"{'Shipping Weight:': '6.4 ounces', 'ASIN: ': 'B014GJUGTA', 'UPC:': '796433259534 701988474240'}",All Beauty,,,,B014GJUGTA
247,2016,,,['Semi-Permanent hair colors that last 30% longer! What it does: Hair Color is a vegan semi-permanent dye fortified with conditioners that add moisture and act as a filler to hair that has been pre-lightened. Created especially for MANIC PANIC devotees who seek more permanence from their semi-permanent. What else you need to know: Manic Panic uses superior ingredients that are guaranteed Vegan and PPD free. MANIC PANIC SEMI-PERMANENT HAIR COLOR contains no animal ingredients.This formulation is stronger and longer lasting!'],,Manic Panic Amplified Semi Permanent Hair Color Blue Moon,['B00E25TRKI'],"['https://images-na.ssl-images-amazon.com/images/I/61tvDSB-uAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EnbJVxg8L._SS40_.jpg']",,Manic Panic,,"150,932 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '1.6 x 1.6 x 5.1 inches', 'Shipping Weight:': '3.2 ounces (', 'Domestic Shipping: ': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping: ': 'This item is not eligible for international shipping.', 'ASIN: ': 'B014GRTXXM', 'UPC:': '612600710410 796433555803'}",All Beauty,,,$14.99,B014GRTXXM
248,2023,,,['For Normal Or Dull Hair Top Coat Shine Effect Ultra Lightweight LeaveIn Mist'],,Loreal Nutri-Gloss Shine Mist 3.4oz Pump (2 Pack),['B014I4FDVO'],,,L'Oreal Paris,,"256,738 in Beauty & Personal Care (","['B0798YHC8G', 'B01B16CGSU', 'B014I4IMEO']","{'Shipping Weight:': '8.8 ounces', 'ASIN: ': 'B014I4G0UC', 'UPC:': '634397688895'}",All Beauty,,,,B014I4G0UC
249,2025,,,"['What it is: Introducing our hottest new lip color - Matte Flat Velvet Lipstick. What it does: These 26 bold shades are rich in pigment and filled with moisture in a flat velvet finish. What else you need to know: With added shea butter to hydrate lips and a soft, smooth application, your lips will feel as gorgeous as they look!']",,L.A. Girl Matte Flat Velvet Lipstick Pigment Makeup -Frisky,['B00VF344X0'],"['https://images-na.ssl-images-amazon.com/images/I/31xNKqE16jL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bK-QRW89L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41C3wuv%2BKGL._SS40_.jpg']",,L.A. Girl,,"487,359 in Beauty & Personal Care (",,"{'\n    Product Dimensions: \n    ': '4 x 0.5 x 0.5 inches ; 0.96 ounces', 'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B014I4P850', 'UPC:': '081555358068'}",All Beauty,,,$4.91,B014I4P850
250,2026,,,"['What it is: Introducing our hottest new lip color - Matte Flat Velvet Lipstick. What it does: These 26 bold shades are rich in pigment and filled with moisture in a flat velvet finish. What else you need to know: With added shea butter to hydrate lips and a soft, smooth application, your lips will feel as gorgeous as they look!']",,LA Girl Matte Flat Velvet Lipstick -Option Giggle - GLC819,"['B014I5CM8A', 'B014I5FMKA']",,,L.A. Girl,,"617,371 in Beauty & Personal Care (","['B01N7FYQIK', 'B015DOP7OG', 'B01MYXHYM5', 'B01N1LOXVE']","{'\n    Item Weight: \n    ': '0.16 ounces', 'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B014I5DVAI', 'UPC:': '081555358198', 'Item model number:': 'GLC 819'}",All Beauty,,,$4.99,B014I5DVAI
251,2027,,,"['What it is: Introducing our hottest new lip color - Matte Flat Velvet Lipstick. What it does: These 26 bold shades are rich in pigment and filled with moisture in a flat velvet finish. What else you need to know: With added shea butter to hydrate lips and a soft, smooth application, your lips will feel as gorgeous as they look!']",,L.A. Girl Matte Flat Velvet Lipstick 814 Bliss,['B014I5DVAI'],,,LA Girl USA Cosmetics,,"835,453 in Beauty & Personal Care (","['B01N7FYQIK', 'B016NCMDYO', 'B01MYXHYM5', 'B01N1LOXVE']","{'\n    Item Weight: \n    ': '0.16 ounces', 'Shipping Weight:': '0.2 ounces (', 'ASIN: ': 'B014I5CM8A', 'UPC:': '081555358143 797142679644'}",All Beauty,,,$5.07,B014I5CM8A
252,2028,,,"['What it is: Introducing our hottest new lip color - Matte Flat Velvet Lipstick. What it does: These 26 bold shades are rich in pigment and filled with moisture in a flat velvet finish. What else you need to know: With added shea butter to hydrate lips and a soft, smooth application, your lips will feel as gorgeous as they look!']",,L.A. Girl Matte Flat Velvet Lipstick Pigment Makeup -Raven,['B014I5DVAI'],,,LA Girl USA Cosmetics,,"486,949 in Beauty & Personal Care (","['B01I9TO2QQ', 'B015DOP7OG', 'B01N7FYQIK', 'B07G38B6F8', 'B01DPA7WO8', 'B01GC6UXBQ']","{'\n    Item Weight: \n    ': '0.16 ounces', 'Shipping Weight:': '1.6 ounces (', 'ASIN: ': 'B014I5FMKA', 'UPC:': '081555358266'}",All Beauty,,,$5.99,B014I5FMKA
253,2030,,,"['</br>100% brand New and High quality </br>Soft nylon material; </br>Cool, comfortable, featherweight;</br>Perfect for hair cutting, coloring and perming</br>The neck collar secures with elasticity and snap closures</br>Wipe clean, water clean, or dry-clean </br></br>We use ePacket (USPS) to ship to US,the estimated time of arrival is about 7-15 business days;</br>Great appreciate customer contact us first if there is any problem,we are responsible sellers and would try our best to help</br>']",,CCbeauty Japanese Style Barber Cutting Cape Hairdressing Salon Hairstylist Cloth Blue,['B00RNKER4U'],"['https://images-na.ssl-images-amazon.com/images/I/41MCnAof-rL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41l2Qbp8eDL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51BiRZK93QL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518v1hC51pL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61pNt7QV-iL._SS40_.jpg']",,CCbeauty,,"807,354 in Beauty & Personal Care (",,"{'Shipping Weight:': '3.2 ounces (', 'ASIN: ': 'B014IVX9D6', 'UPC:': '701988474332'}",All Beauty,,,$3.99,B014IVX9D6
